Image,URL,Text,Network,Date,Impressions,Interactions,Engagement
"https://media.licdn.com/dms/image/v2/D4E10AQGMK1CH-2qQ4A/ads-video-thumbnail_720_1280/B4EZxk1NWSGwAg-/0/1771218201993?e=1773802800&v=beta&t=J2d-50HNJvuWu4F-Gs4xpobYw8sGGdAy-UvlHUTdYmk","https://www.linkedin.com/feed/update/urn:li:ugcPost:7429027652457521152","Seis barrios en bici... y una trona CASI NUEVA tirada en la calle 🤯🚴‍♂️

Hoy me he recorrido seis barrios de Valencia en bici y no me lo podía creer: muebles, estanterías, y hasta una trona de bebé casi nueva... ¡todo tirado en la calle! Es que te da pena pensar que esto iba a acabar en la basura.
El problema es que cada día, en cada barrio, la gente tira cosas que están perfectamente bien. Y mientras tanto, hay familias, estudiantes, padres primerizos que estarían encantados de darles una segunda vida. Solo falta conectarlos. Por eso uso Givore: subo lo que encuentro, la ubicación se pone sola, y en menos de veinte segundos cualquiera cerca puede verlo. Eso es reciclaje social.
¿Cuál es la cosa más loca que habéis encontrado tirada en la calle? ¡Contadme en los comentarios! Y recordad: antes de tirar, pensad si alguien más lo puede aprovechar.

#Givore #ReciclajeSocial #SegundaVida #Valencia #ValenciaEnBici

Givore está disponible en la tienda Play y en web

https://lnkd.in/eGehxvjK

app.givore.com/es

track: Henny KG - Ambience 3
source: soundcloud.com/henny-kg
license: CC0","linkedin",2026-02-16 06:03,"1","1","100"
"https://media.licdn.com/dms/image/v2/D4E10AQHHJNp6TRJKag/videocover-high/B4EZxflsXAIMBE-/0/1771130245590?e=1773802800&v=beta&t=2gcGsi9tFwN2jtUWChfQmDfJIj3MM_lCikRHm0NTHkE","https://www.linkedin.com/feed/update/urn:li:ugcPost:7428658747847319552","Notificaciones: como una app de reciclaje social mantiene a sus usuarios conectados

Las notificaciones son una de las herramientas mas criticas para la retencion de usuarios en cualquier plataforma. En Givore hemos diseñado un sistema de avisos granular que permite a cada usuario configurar exactamente que quiere recibir.

Categorias de notificaciones independientes, permisos gestionados desde la propia app y una seccion de instrucciones integrada hacen que el usuario tenga control total sobre su experiencia. Desde avisos de nuevas publicaciones en su zona hasta notificaciones de busquedas guardadas.

Este tutorial muestra el proceso de configuracion completo. Porque la mejor notificacion es la que el usuario ha elegido recibir.

¿Como gestionais las notificaciones en vuestros productos?

#ProductDesign #UX #Notificaciones #Valencia #Startups

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-15 05:37,"14","2","14.29"
"https://media.licdn.com/dms/image/v2/D4E10AQGUl9MBhHtl2A/videocover-high/B4EZxacJpOHMBE-/0/1771043859196?e=1773802800&v=beta&t=IXl2MiDy6p6FJ5a_cFHxvpn0SFDCs-jU7rwDpLzAoMU","https://www.linkedin.com/feed/update/urn:li:ugcPost:7428296413878464512","Economia circular al alcance de cualquiera: como compartir objetos en 60 segundos

La barrera principal para la reutilizacion de objetos no es la voluntad, sino la friccion. La mayoria de personas estarian dispuestas a dar lo que ya no necesitan si el proceso fuera sencillo.

En Givore hemos reducido esa friccion al minimo. Con un formulario intuitivo, cualquier usuario puede publicar un regalo en menos de un minuto: titulo, fotos, tipo de entrega y ubicacion. Dos modalidades de entrega cubren diferentes necesidades: mensajeria privada para coordinar la recogida, o instrucciones directas para quien llegue primero.

Este tutorial muestra el proceso completo. Porque democratizar la economia circular empieza por hacer que participar sea facil.

¿Como simplificais vosotros la participacion de los usuarios en vuestros productos?

#EconomiaCircular #Sostenibilidad #UX #Valencia #Innovacion

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-14 05:37,"11","1","9.09"
"https://media.licdn.com/dms/image/v2/D4D10AQFgjZidMJnR8A/ads-video-thumbnail_720_1280/B4DZxV7wX4GkAg-/0/1770968254198?e=1773802800&v=beta&t=3jX1OQEyE11sn2800S8tNA_3C8Rs_qSxvlZ0PysCyNI","https://www.linkedin.com/feed/update/urn:li:ugcPost:7427979319123021826","El 80% de los objetos que acaban en la calle todavia tienen vida util. El problema no es la demanda, es la conexion.

Hoy en Alboraya encontre una colchoneta en perfecto estado y una lampara reparable tiradas en la acera. A los pocos minutos de publicarlas en Givore, alguien ya habia recogido la colchoneta. Minutos, no dias.

Esto demuestra algo que muchos intuimos: no falta demanda de objetos reutilizables. Falta una forma eficiente de conectar a quien tiene algo con quien lo necesita. Esa friccion entre oferta y demanda de objetos usados es lo que abordamos con Givore, una plataforma de reciclaje social donde compartir es tan sencillo como hacer una foto y publicar.

El dato interesante es que el mayor impacto no viene de encontrar objetos en la calle, sino de que la gente comparta antes de sacarlos. Cuando un objeto se comparte antes de llegar al contenedor, llega en mejores condiciones y a la persona correcta.

¿Creeis que la tecnologia puede cambiar los habitos de descarte de las personas? Me interesa vuestro punto de vista.

#EconomiaCircular #Sostenibilidad #Innovacion #Valencia #ImpactoSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-13 08:37,"2","1","50"
"https://media.licdn.com/dms/image/v2/D4E10AQFjfRMooZVTRA/ads-video-thumbnail_720_1280/B4EZxQJBwGHsAg-/0/1770871070072?e=1773802800&v=beta&t=u46qTtDxPPaf-A-AdDL8YfDHZNIwFPqojZdFKHEdK-U","https://www.linkedin.com/feed/update/urn:li:ugcPost:7427571698721390592","La ventana de utilidad de un objeto abandonado en la calle se mide en horas, no en días

Cuando un mueble o electrodoméstico acaba en la acera, comienza un proceso de degradación acelerado: exposición solar, humedad, despiece parcial por revendedores de chatarra. En pocas horas, un objeto funcional pierde todo su valor de reutilización.

En Givore trabajamos para que ese objeto se comparta antes de llegar a la calle. Nuestra plataforma de reciclaje social permite publicar lo que ya no necesitas en segundos. La geolocalización conecta al donante con personas cercanas que lo pueden aprovechar. Hoy, una impresora y una mesa antigua encontradas en el Cabañal de Valencia ya están disponibles para vecinos del barrio.

El dato clave: la diferencia entre un objeto reutilizado y uno que acaba en el vertedero no es la calidad del objeto. Es el momento en que se comparte. La tecnología puede cerrar esa brecha temporal.

¿Cómo pueden las ciudades incentivar la donación proactiva frente al abandono en vía pública?

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #ImpactoSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-12 05:38,"13","6","46.15"
"https://media.licdn.com/dms/image/v2/D4E10AQEd-S5jNd5a1A/ads-video-thumbnail_720_1280/B4EZxK_eXLGwAg-/0/1770784679793?e=1773802800&v=beta&t=mF2TbwX5eRJ3NRD9XSFmBixpfpO4oURwOD-Ypnnu4TM","https://www.linkedin.com/feed/update/urn:li:ugcPost:7427209351934681088","Cuando un electrodoméstico acaba en la calle, empieza una cadena de desperdicio evitable

Un ejemplo real de lo que ocurre cuando falta infraestructura de reutilización: una nevera aparentemente funcional abandonada en una calle de Valencia. Antes de que nadie pudiera aprovecharla, alguien le extrajo el compresor para venderlo como chatarra. El resultado: un electrodoméstico que hace días enfriaba, convertido en residuo voluminoso sin valor.

Este tipo de situaciones se repite a diario en ciudades españolas. El problema no es falta de voluntad, sino falta de conexión entre quien se deshace de un objeto y quien lo necesita.

En Givore abordamos este punto de fricción. Nuestra plataforma de reciclaje social permite compartir objetos en desuso de forma inmediata: se publica en segundos y queda visible para cualquier persona cercana. Sin transacciones económicas, sin logística compleja.

El reto de la economía circular no es solo reciclar materiales. Es evitar que objetos funcionales se conviertan en residuos. La tecnología puede cerrar esa brecha.

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #ReciclajeUrbano

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-11 05:38,"45","1","2.22"
"https://media.licdn.com/dms/image/v2/D4E10AQGt8tEuc8xC_A/ads-video-thumbnail_720_1280/B4EZxF13ZoHgAg-/0/1770698278108?e=1773802800&v=beta&t=Jy0flodxoNlpSEKPomG_onNgYRmGH8OMtSxv3vdDtrM","https://www.linkedin.com/feed/update/urn:li:ugcPost:7426846944905461760","Cada día se abandonan objetos útiles en las calles de las ciudades españolas. La mayoría acaba en vertederos.

En un solo paseo en bicicleta por el barrio del Cabañal en Valencia, encontré sillas de oficina funcionales y una escalera de madera artesanal que podría tener décadas de historia. Ambas con potencial de reutilización real.

El problema no es la falta de interés. Es la falta de conexión. La persona que deja algo en la acera y la persona que lo habría querido no tienen forma de encontrarse.

Givore aborda este problema con una plataforma de reciclaje social: publicar un objeto disponible lleva menos de 30 segundos, y cualquier persona cercana puede descubrirlo al instante. Sin transacciones económicas. Solo conexión directa entre vecinos.

Lo interesante es que el modelo está escalando más allá de Valencia, con usuarios activos en Madrid, Barcelona, Granada, Zaragoza y Alicante.

¿Cómo creéis que la tecnología puede acelerar la transición hacia modelos de consumo más circulares?

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #ImpactoSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-10 05:38,"10","2","20"
"https://media.licdn.com/dms/image/v2/D4E10AQHt6qkuykssjA/ads-video-thumbnail_720_1280/B4EZxAsadPGkAg-/0/1770611913790?e=1773802800&v=beta&t=JwahraFCA-ncWCKOXpI4qMzF77_owQ2m6UslUzR10Ko","https://www.linkedin.com/feed/update/urn:li:ugcPost:7426484706726088704","Cada semana se desechan muebles en perfecto estado en los barrios de Valencia

Un paseo por el Cabañal, uno de los barrios historicos de Valencia, revela una realidad que se repite en toda la ciudad: muebles funcionales abandonados junto a contenedores. Hoy, cuatro piezas en buen estado — mesa, somier, perchero, mesita de noche — esperando el camion de recogida.

El problema no es la falta de demanda. Es la falta de conexion entre quien ya no necesita un mueble y quien lo esta buscando. Ese hueco es exactamente lo que Givore resuelve.

Givore es una plataforma de reciclaje social que permite compartir objetos en segundos. El usuario sube una foto, la geolocalizacion se activa automaticamente, y cualquier persona cercana puede ver y recoger el objeto. Sin transacciones economicas. Economia circular en su forma mas directa.

¿Como podemos escalar soluciones locales como esta para reducir el desperdicio urbano de forma sistematica?

#EconomiaCircular #Sostenibilidad #Innovacion #Valencia #ImpactoSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-09 05:38,"8","1","12.5"
"https://media.licdn.com/dms/image/v2/D4E10AQHS3kBGmpmfgA/ads-video-thumbnail_720_1280/B4EZw7in0LIMAg-/0/1770525458076?e=1773802800&v=beta&t=l4YzR5AslABjHH7lUcQblSkWA95ubUUZGNSEERFpB2Q","https://www.linkedin.com/feed/update/urn:li:ugcPost:7426122096725889024","El factor tiempo en la economía circular urbana: por qué compartir antes importa

En las calles de Valencia aparecen a diario objetos en buen estado que podrían tener una segunda vida. Pero hay un factor que pocas veces se menciona: el tiempo. La lluvia, el vandalismo, el deterioro natural hacen que lo que hoy funciona, mañana ya no sirva.

En Givore abordamos este problema con una plataforma de reciclaje social que permite a los ciudadanos compartir objetos antes de que acaben en la calle. El proceso es inmediato: publicas, queda visible para el barrio, y quien lo necesita lo encuentra a tiempo.

No es compraventa. Es una forma de economía circular que conecta a quien tiene con quien necesita, eliminando el factor tiempo que destruye valor.

La pregunta que nos hacemos: si la tecnología puede reducir el desperdicio urbano simplificando la redistribución, ¿por qué no estamos todos haciéndolo ya?

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #ImpactoSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-08 05:37,"3","1","33.33"
"https://media.licdn.com/dms/image/v2/D4E10AQG3mciGAuIvRg/ads-video-thumbnail_720_1280/B4EZw2ZIMKIIAg-/0/1770439085859?e=1773802800&v=beta&t=OkJ1rZfZJR8klqo-5cN5cY9Vb0eiNmZQQMic9OMgeoE","https://www.linkedin.com/feed/update/urn:li:ugcPost:7425759814313504769","El factor tiempo en la economía circular urbana: por qué compartir antes importa más que reciclar después

Cada día se depositan electrodomésticos y muebles en las aceras de las ciudades españolas. Muchos están en perfecto estado cuando se dejan. Sin embargo, en cuestión de horas, las condiciones meteorológicas y el deterioro ambiental los convierten en residuos irrecuperables.

En Givore abordamos este problema con un concepto simple: adelantar el momento del intercambio. Nuestra plataforma de reciclaje social permite que los ciudadanos ofrezcan lo que ya no necesitan antes de dejarlo en la calle. El resultado: objetos que llegan en perfecto estado a quien los busca, sin coste y sin intermediarios.

Un ejemplo real de hoy en Benimaclet, Valencia: de dos electrodomésticos encontrados en la acera, uno ya estaba deteriorado. El otro se subió a Givore a tiempo y en menos de una hora un vecino lo recogió en pleno funcionamiento.

¿Creéis que el timing del intercambio es el eslabón que falta en la economía circular urbana?

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #ImpactoSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-07 05:38,"2","1","50"
"https://media.licdn.com/dms/image/v2/D4D10AQERgb_6Q6Z-Xw/videocover-high/B4DZwxU9n4JcBI-/0/1770354107977?e=1773802800&v=beta&t=cbG3R63l4UAP7132UKyURJRXfNZH_ZTL1QfDXyucF_U","https://www.linkedin.com/feed/update/urn:li:ugcPost:7425403390408695808","El espacio fisico y el espacio mental estan mas conectados de lo que pensamos. Cada objeto sin uso ocupa sitio, atencion y energia. La economia circular empieza por lo mas sencillo: compartir lo que ya no usamos con quien lo necesita.

#economiacircular #sostenibilidad #reciclaje #consumoresponsable #espaciosdetrabajo

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-06 06:02,"3","2","66.67"
"https://media.licdn.com/dms/image/v2/D4E10AQEqxAQXHYEEhQ/ads-video-thumbnail_720_1280/B4EZwsLZUiGwAg-/0/1770267711077?e=1773802800&v=beta&t=IZXeksZwq8uGd2RbUZkqeYX_s8dfgY7nl__xY24cjnI","https://www.linkedin.com/feed/update/urn:li:ugcPost:7425041027587022848","Un archivador de oficina de metal valorado en 60-100 euros: abandonado junto a un contenedor

Cada día se desechan en nuestras ciudades objetos perfectamente funcionales. No por deterioro, sino por falta de canales eficientes para redirigirlos. Un archivador de oficina de metal es solo un ejemplo: robusto, operativo, con años de vida útil por delante.

En Givore abordamos este problema desde la tecnología. Nuestra plataforma de reciclaje social permite a cualquier persona publicar objetos que ya no necesita con una sola foto. En segundos, ese objeto es visible para vecinos cercanos que podrían aprovecharlo. Sin transacciones monetarias, sin logística compleja.

El resultado: objetos que habrían acabado en el vertedero encuentran un nuevo uso. Asociaciones, pequeñas oficinas, particulares... el destino correcto existe, solo falta la conexión.

¿Cuántos recursos funcionales se pierden cada día en vuestras ciudades por falta de visibilidad?

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #TechForGood

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-05 06:02,"4","1","25"
"https://media.licdn.com/dms/image/v2/D4E10AQG1dq3zcf8XcQ/ads-video-thumbnail_720_1280/B4EZwnB5wMGwAg-/0/1770181338701?e=1773802800&v=beta&t=-FVSBmGWUj5N2vDQ5suhL6BRIreYFNfwLsbCJkykXdQ","https://www.linkedin.com/feed/update/urn:li:ugcPost:7424678746160271360","Cuando el tiempo corre más rápido que la conexión entre quien da y quien necesita

En las calles de Valencia, objetos en buen estado esperan una segunda oportunidad. Algunos la consiguen. Otros se deterioran antes de que nadie los encuentre. Un escritorio en perfecto estado arruinado por la lluvia ilustra un problema sistémico: la desconexión entre oferta y demanda en el ciclo de vida de los objetos.

En Givore abordamos este reto con una plataforma de reciclaje social que conecta a personas en tiempo real. El proceso es inmediato: una foto, un título, y el objeto queda visible para cualquier vecino cercano. Sin intermediarios, sin coste, sin complicaciones.

La clave está en la velocidad de conexión. Cuanto antes se comparte, más probabilidades de que el objeto encuentre un nuevo hogar antes de deteriorarse.

¿Cómo podemos reducir ese gap temporal entre el momento en que un objeto deja de usarse y el momento en que alguien nuevo lo encuentra?

#EconomíaCircular #Sostenibilidad #Innovación #Valencia #ReciclajeSocial

Givore está disponible en la tienda Play:
https://lnkd.in/eGehxvjK

y en web:
app.givore.com/es","linkedin",2026-02-04 06:02,"1","1","100"
